EPS
2002
2002
2002
2002
2002
2002
2002
2002
2002
2002
2002
2002
2002
2002
2324
2324
2324
2324
2324
2324
2324
2324
2324
2324
2324
2324
2324
2324
2324
2324
2324
2324
2330
2330
2330
2330
2330
2330
2330
2330
2330
2330
2330
2330
2330
2330
2330
2330
2330
2330
2454
2454
2454
2454
2454
2454
2454
2454
2454
2454
2454
2454
2454
2454
2454
2454
2454
2454
8163
8163
8163
8163
8163
8163
8163
8163
8163
8163
8163
8163
8163
8163
